회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본정상영업이익률,매출액정상영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,상장년수,PER,PBR,PCR,PSR,부실판단,도입기,성숙기,성장기,쇠퇴기
(주)앤디포스,238090,2022,-19.0,-33.0,-4.0,-7.0,336.0,248.0,23.0,23.0,11.0,43.0,49.0,62.0,81.0,-13.14,-12.05,-24.02,0.33,-0.68,-1.53,0.21,-25.36,-25.39583141610173,-25.4,-43.36,51.97,41.53,-10.62,-10454.0,-6.0,-76.0,-12.0,0.0,0.0,0.5179444453917443,12.79,1.0,6.0,1.0,0.0,2.0,1.0,14.0,8.0,-5.422222222222223,834.7056267579782,-9403.939180053383,1305.9037043678334,0.0,1,0,0,0
(주)앱코,129890,2022,1.0,1.0,0.0,1.0,341.0,232.0,78.0,32.0,38.0,43.0,40.0,61.0,56.0,-27.28,-18.19,-21.33,-13.66,-13.84,-18.74,0.79,-17.98,-19.703038538578145,-19.7,-35.25,29.6,-18.82,39.9,-8567.0,-9.0,-48.0,-10.0,0.0,0.0,0.8288964759344774,6.08,2.0,3.0,1.0,1.0,2.0,1.0,23.0,4.0,-3.426136363636364,1087.9429964879805,-4191.951130470771,738.8515328126682,0.0,1,0,0,0
(주)야스,255440,2022,18.0,153.5138920006459,5.0,13.725096000044545,216.0,164.0,36.0,31.0,2.0,26.0,32.0,49.0,74.0,-0.53,-0.83,-2.3,-1.59,-2.19,-8.81,-1.0203975600104709,-1.84,-3.255289564110897,-3.26,-16.82,14.61,10.3,25.24,13015.0,6.0,35.0,24.0,-10.0,-9.0,0.2528932666602762,3.1,1.0,1.0,0.0,0.0,1.0,0.0,22.0,7.0,-120.6153846153846,641.1813717822831,-27140.01635695813,1867.7327778375272,0.0,1,0,0,0
(주)엘앤씨바이오,290650,2022,3.0,3.0,1.0,5.0,343.0,161.0,85.0,17.0,41.0,23.0,35.0,32.0,54.0,4.97,5.9,10.83,6.61,6.18,16.431154280013587,4.58,-14.37,85.9622978915724,85.96,34.96,126.61,15.1,121.08688048064054,20006.0,10.0,38.0,38.0,28.0,58.0,0.2632241787180316,4.06,2.0,1.0,1.0,0.0,1.0,1.0,13.0,6.0,126.92307692307692,4860.0931848455,-86247.29699614667,9967.58879339408,0.0,1,0,0,0
(주)영우디에스피,143540,2022,5.0,8.0,3.0,4.0,183.0,167.0,104.0,71.0,32.0,29.0,21.0,64.0,49.0,-49.39,-34.81,-51.86,-18.93,-19.12,-33.05,1.04,-65.09,-7.888757475147456,-7.89,-3.15,-15.21,-37.8,-41.77236502681674,-8839.0,-11.0,-127.0,-18.0,0.0,0.0,0.6032364618828693,3.83,1.0,4.0,1.0,1.0,2.0,1.0,20.0,10.0,-2.1391752577319587,1379.75495072459,-37325.650395628494,1121.021152901512,0.0,1,0,0,0
(주)오파스넷,173130,2022,-16.0,-39.0,-11.0,-8.0,135.0,70.0,238.0,210.0,28.0,22.0,18.0,84.0,30.0,16.372003613354345,6.76,3.56,8.89,8.69,5.0,0.4,-2.620000000000001,55.151301292143664,55.15,54.35,59.49,40.1,1.45,35654.0,30.0,936.4971760102898,21.0,17.0,27.0,1.4299896117372657,8.53,3.0,104.0,2.0,2.0,9.241698666681517,2.0,20.0,6.0,16.492248062015506,2856.897634296587,-2863.675914045569,591.681674740208,0.0,1,0,0,0
(주)우리넷,115440,2022,-13.0,-27.0,-6.0,-11.0,160.0,97.0,88.0,85.0,23.0,27.0,26.0,73.0,53.0,-16.13,-9.81,-15.66,-6.22,-6.61,-11.16,1.47,-19.31,14.37544363048788,14.38,4.95,50.74,3.07,2.63,5568.0,5.0,34.0,9.0,-175.0,-144.0,0.5555121281794855,5.38,1.0,4.0,1.0,1.0,2.0,1.0,24.0,14.0,-10.424469413233458,1371.972806530471,-7790.157931572983,1313.8781310961265,0.0,1,0,0,0
(주)위지윅스튜디오,299900,2022,-10.0,-16.0,-4.0,-7.0,115.0,108.0,57.0,53.0,23.0,5.0,37.0,39.0,64.0,-6.59,-9.18,-14.59,-6.39,-6.58,-13.37,0.73,0.0899999999999998,4.340755563095779,4.34,-22.43,33.45,54.92,5.31,22709.0,6.0,36.0,12.0,-120.0,-34.0,0.4820704735804367,11.4,1.0,3.0,1.0,0.0,1.0,1.0,8.0,6.0,59.07534246575342,3003.427760112962,-30627.851518045023,3958.5164145774,0.0,1,0,0,0
(주)위지트,36090,2022,-3.0,-5.0,0.0,-2.0,161.0,139.0,17.63745199997772,13.0,9.0,7.0,24.0,18.0,85.24169866668151,10.39,10.955674266786197,14.214989826874616,1.73,1.37,6.16,-0.3,1.0600000000000005,2.00641443638638,2.01,-9.29,4.94,13.02,3.79,19822.0,12.0,87.0,56.0,54.05443866679288,53.0,0.2205608058649098,6.47,1.0,2.0,1.0,0.0,0.0,1.0,27.0,25.0,-47.76923076923077,462.0053195449869,-34553.19580941019,1815.7494177372787,0.0,1,0,0,0
(주)율호,72770,2022,1.0,2.0,1.0,1.0,165.0,132.0,113.0,95.0,29.0,29.0,15.0,73.0,47.0,-0.28,-0.11,-0.08,4.08,3.17,3.0,0.68,-5.46,38.85428658354577,38.85,54.92,8.22,23.87,-6.66,7719.0,6.0,769.0,7.0,-1.0,28.0,0.9092529721414188,10.35,2.0,104.48339733336304,1.0,1.0,4.0,2.0,26.0,17.0,-150.55555555555554,1294.282367981437,-12739.391999865144,667.8754741578372,0.0,1,0,0,0
(주)이지,37370,2022,-5.0,-6.0,-3.0,-8.0,183.0,164.0,205.0,41.0,55.0,11.0,60.0,24.0,33.0,-3.74,-12.64,-16.06,-5.6,-5.71,-12.2,5.12,-12.43,5.8635445459687325,5.86,2.34,7.06,-26.65,3.71,15559.0,10.0,21.0,22.0,-72.0,-34.0,0.4553460505846356,7.5,2.0,1.0,1.0,0.0,1.0,2.0,37.0,24.0,353.4254085160394,1261.2219038072565,-6079.840621449843,909.3265722813252,0.0,1,0,0,0
(주)인텔리안테크놀로지스,189300,2022,-9.0,-16.0,-5.0,-7.0,159.0,79.0,107.0,75.0,31.0,21.0,18.0,58.0,48.0,9.41,5.63,6.69,5.15,4.86,6.41,0.26,4.390000000000001,41.64919542516296,41.65,38.01,46.97,73.53,57.38,92509.0,25.0,94.0,39.0,17.0,33.0,0.6465446344398538,4.57,2.0,3.0,1.0,1.0,2.0,1.0,20.0,8.0,45.66823371390195,3494.540917624585,-23943.060641757667,2607.8490771211787,0.0,1,0,0,0
(주)케스피온,79190,2022,-6.0,-9.0,-4.0,-4.0,80.0,60.0,235.0,172.0,48.0,-10.0,32.0,41.0,30.0,-54.75,-20.87,-19.54,-6.72,-6.83,-6.81,2.63,-43.19,-12.702934349992823,-12.7,-15.67,-10.53,42.68,-11.83,5214.0,10.0,21.0,9.0,-208.0,-124.0,1.0758380750162022,12.99,3.0,2.0,1.0,1.0,2.0,2.0,26.0,19.0,-2.817745803357314,2603.243581063993,-65040.30431711324,722.3538355758384,0.0,1,0,0,0
(주)티플랙스,81150,2022,4.0,7.0,1.0,1.0,193.0,112.0,50.0,36.0,16.0,22.0,15.0,46.0,67.0,10.3,8.84,6.07,9.57,9.52,8.26,0.42,1.83,13.722632161775556,13.72,30.78,2.19,35.98,1.7,30376.0,13.0,39.0,12.0,52.0,74.24169866668151,1.0832713512750256,5.12,4.0,3.0,1.0,1.0,2.0,3.0,33.0,15.0,5.813953488372093,572.7545738309891,-55026.796435969714,353.0938407509953,0.0,1,0,0,0
(주)폴라리스세원,234100,2022,7.0,17.0,1.0,2.0,339.0,282.0,26.0,22.0,8.0,41.0,133.0,58.0,79.0,1.7,1.84,2.21,4.25,3.63,4.89,0.48,-8.91,22.15104327775108,22.15,11.2,41.16,75.03715382671871,95.94,31643.0,12.0,48.0,18.0,12.0,34.0,0.6751579584132699,7.04,1.0,4.0,1.0,1.0,2.0,1.0,32.0,7.0,28.828125,457.8082320007578,-1248.1162105781907,501.0904667711577,0.0,1,0,0,0
(주)푸드나무,290720,2022,-9.0,-14.0,-5.0,-2.0,110.0,62.0,121.0,99.0,34.0,4.0,32.0,49.0,45.0,-6.45,-4.65,-1.54,-1.73,-2.37,-0.96,0.14,-6.92,50.40284387441258,50.4,6.75,129.38228370683697,13.6,110.66,12857.0,12.0,47.0,6.0,-26.0,1.0,1.5049603494499078,22.9,4.362548000022272,9.0,2.120849333340757,2.0,6.0,3.120849333340757,11.0,6.0,23.84259259259259,1464.3382369682804,-55725.25683706466,349.426877902106,0.0,1,0,0,0
(주)하이드로리튬,101670,2022,-12.0,-14.0,-7.0,-48.800768000356456,1357.6467133337417,1201.0,155.0,17.0,54.0,86.0,204.12084933334077,93.0,39.0,-8.45,-4.11,-30.27,-4.02,-4.35,-33.2,6.92,-9.08,113.11280020385092,112.59156758830272,98.71165564268225,8.7,-36.05,-6.96,2757.0,2.0,52.0,24.0,-126.0,-75.0,0.2037830292460122,2.18,0.8791506666592406,2.0,0.0,0.0,1.0,0.0,29.0,16.0,-115.07537688442213,9266.98336555756,-56689.75170329606,44546.53916953796,0.0,1,0,0,0
(주)힘스,238490,2022,-35.0,-58.98802800024506,-8.0,-20.0,194.0,123.0,28.0,26.0,9.0,19.0,25.0,39.0,78.0,-12.73,-12.21,-27.41,-15.98,-16.21,-42.09,-0.18,-12.15,-5.6695749966065865,-5.67,-8.6,-3.72,-37.65,-8.23,4169.0,5.0,14.0,13.0,-207.0,-239.0,0.3966151446395689,7.75,1.0,1.0,0.0,0.0,1.0,1.0,25.0,7.0,-7.739463601532567,1106.8485483906516,-7485.975038141239,2173.486057024905,0.0,1,0,0,0
나무기술(주),242040,2022,0.0,1.0,0.0,0.0,129.0,108.0,133.0,99.0,25.0,12.0,18.0,55.0,43.0,0.87,0.72,0.59,2.46,2.32,2.05,0.2,2.88,18.98060493529062,18.98,-10.13,96.51,12.44,93.58,19431.0,19.0,63.0,18.0,3.0,17.0,1.0390452490287452,3.71,2.0,5.0,1.0,1.0,3.0,2.0,8.0,8.0,-17.00854700854701,1554.9694065209649,-19598.02003605477,641.5170052181298,0.0,1,0,0,0
대아티아이(주),45390,2022,3.0,7.0,1.0,3.0,146.0,124.0,82.0,37.0,23.0,9.0,30.0,30.0,55.0,7.83,8.17,7.93,5.33,4.78,8.91,0.2,2.97,3.2397424359582185,3.24,-46.23,68.42,-9.21,51.34,38539.0,19.0,300.0,37.0,22.0,34.0,0.5287463173187146,6.42,1.0,9.0,1.0,1.0,1.0,1.0,29.0,23.0,25.201612903225808,2003.5164141897155,-24229.47464737163,2086.5378180088915,0.0,1,0,0,0
데브시스터즈(주),194480,2022,24.0,143.0,5.604246666703787,13.0,578.0,569.0,66.0,11.87915066665924,7.0,32.0,107.0,39.0,60.0,-3.88,-3.63,-3.12,-6.13,-6.94,-9.29,-0.51,-48.99,9.757197606662228,9.76,-28.13,65.11,-39.98828552001648,36.84,87567.0,29.0,636.0,41.0,-8.0,4.0,0.7137519261950844,11.58,2.0,18.0,1.0,1.0,1.0,2.0,17.0,10.0,-158.24407348706248,3655.491881719734,-48427.74229667552,3089.751781650291,0.0,1,0,0,0
삼륭물산(주),14970,2022,3.0,4.0,1.0,2.0,108.0,64.0,89.0,74.0,33.0,3.0,15.0,42.0,53.0,-4.23,-3.05,-2.9,-0.91,-1.03,-1.3,1.05,-2.2900000000000005,-2.1814992629329617,-2.18,5.38,-7.1,2.95,-6.34,15167.0,13.0,42.0,17.0,-17.0,21.0,0.8026976461000098,8.21,3.0,2.0,1.0,1.0,1.0,2.0,44.0,32.0,132.63888888888889,1211.489734040119,-30825.78038802256,799.9739810288581,0.0,1,0,0,0
삼영이엔씨(주),65570,2022,-13.0,-18.0,-7.0,-17.0,279.0,162.0,116.0,63.0,39.0,52.0,30.0,81.0,46.0,-74.41,-50.51,-84.69546644039055,-22.4,-22.98,-63.15,2.52,-75.24,-15.665187764874696,-15.67,3.92,-52.81,-20.47,-39.33,-11776.937652081291,-27.0,-214.0,-30.954822666971136,0.0,0.0,0.3977048204818724,2.41,1.0,2.0,0.0,0.0,1.0,1.0,29.0,21.0,-1.0994380649890056,1310.900315074044,-6731.542220629408,1522.6006922336371,0.0,1,0,0,0
에스퓨얼셀(주),288620,2022,-10.0,-18.0,-5.0,-18.0,238.0,179.0,117.0,76.0,30.0,48.0,10.0,83.0,46.0,1.2,0.59,1.61,1.58,0.88,2.55,1.25,-6.05,28.829152116898456,28.83,34.53,6.12,-1.12,17.93,5503.0,4.0,34.0,12.0,14.0,43.0,0.3055101867656819,1.88,1.0,2.0,0.0,0.0,2.0,0.0,10.0,6.0,140.97222222222223,1982.05611096761,-20963.629701859823,2983.318855559736,0.0,1,0,0,0
이엠코리아(주),95190,2022,2.0,3.0,1.0,2.0,98.0,55.0,115.0,77.0,37.0,-1.0,19.0,35.0,46.0,-11.17,-5.63,-9.9,-1.09,-1.29,-2.39,1.68,-7.689999999999999,-4.808947523472354,-4.81,10.14,-11.29,-2.55,-7.68,24366.0,14.0,24.0,26.0,-39.0,-1.0,0.5512626507106755,8.75,3.0,1.0,1.0,1.0,1.0,2.0,21.0,17.0,-21.11888111888112,1598.6203731330324,-21881.31025412797,1346.1383595495272,0.0,1,0,0,0
인바이오(주),352940,2022,-13.0,-24.0,-6.0,-16.0,174.0,115.0,88.0,84.0,26.0,33.0,29.0,78.0,53.0,-7.15,-4.13,-10.06,-5.08,-5.37,-13.95,5.4,-19.23,-3.581634872727024,-3.58,-3.76,-2.94,2.31,-7.36,7913.0,9.0,77.0,23.0,-44.0,3.0,0.3919409782163633,1.7668262933300658,1.0,3.0,0.0,0.0,2.0,0.0,27.0,4.0,-13.454258675078863,997.0398784817228,-5453.761960399488,1353.7127424564346,0.0,1,0,0,0
자이글(주),234920,2022,-14.0,-17.0,-4.0,-18.0,65.0,34.75830133331848,46.0,46.0,27.0,-11.0,18.0,21.0,68.0,-8.56,-6.81,-24.91,-4.41,-4.44,-17.7,2.13,0.9299999999999996,4.502777190826366,4.5,-27.92,18.26,-25.94,-1.32,555.0,1.0,1.0,4.0,-509.4779760013813,-323.18454933389773,0.2456093976603483,24.886473906751228,2.0,0.0,0.0,0.0,0.0,1.0,16.0,8.0,-19.568345323741006,1764.8015546947347,-88791.81758196953,4909.497197761197,0.0,1,0,0,0
제일전기공업(주),199820,2022,9.0,16.0,3.0,3.0,209.0,125.0,41.0,41.0,16.0,31.0,3.0,60.0,71.0,6.26,5.63,5.59,4.98,4.61,5.59,-0.06,-5.52,12.108329911092207,12.11,27.08,-4.73,-10.24,10.18,27544.0,16.0,71.0,21.0,27.0,47.0,0.7798277259070078,4.44,2.0,3.0,1.0,1.0,2.0,1.0,44.0,4.0,14.240601503759398,875.9389664648343,-16735.009596110784,796.1256540358654,0.0,1,0,0,0
키네마스터(주),139670,2022,-45.75559066732759,0.0,-15.954822666971136,-43.0,1351.0,1219.1274000011135,71.0,12.0,1.7583013333184812,86.12084933334076,204.0,93.12084933334076,58.0,-76.52486333346329,-64.21462841341227,-78.34,-28.848520427062923,-29.472026187065595,-65.61049242681786,-0.85,-76.44245086674056,-26.919573444182884,-26.922701600093568,-33.18,-55.02395978680271,-25.81,18.87,-5105.0,-27.48339733336304,-1544.720804003854,-26.0,0.0,0.0,1.1999715412495988,12.63,1.0,40.0,1.0,1.0,9.0,1.0,22.0,13.0,-8.352826510721247,12584.359532109844,-7915.457639348658,6124.923692425649,0.0,1,0,0,0
티제이미디어(주),32540,2022,1.0,1.0,0.0,0.0,181.0,78.0,58.0,38.0,16.0,20.0,39.0,44.0,63.0,5.41,5.68,5.23,3.71,3.33,4.82,0.19,1.34,18.01833473310373,18.02,55.05,-0.66,38.89,-3.61,22386.0,17.0,107.0,26.0,20.0,35.0,0.6374099089936835,15.47,4.0,4.0,1.0,1.0,1.0,2.0,33.0,27.0,25.203252032520325,1012.6360640699996,-31920.49873391151,1005.406456707268,0.0,1,0,0,0
한국맥널티(주),222980,2022,-3.0,-4.0,-2.0,-2.0,156.0,101.0,115.0,78.0,44.0,20.0,17.0,57.0,47.0,-8.69,-3.53,-4.3,-0.28,-0.77,-0.95,2.17,-13.93,4.502943326815513,4.5,-0.05,11.15,31.46,12.15,11976.0,13.0,39.0,17.0,-25.0,20.0,0.7869771832231475,12.05,2.0,2.0,1.0,1.0,2.0,1.0,27.0,9.0,-35.17605633802817,1326.5038816583617,-15907.109056230338,784.7693083544613,0.0,1,0,0,0
한신기계공업(주),11700,2022,-3.0,-8.0,-1.0,-1.0,336.0,278.0,25.0,24.0,7.0,45.0,71.0,64.0,80.0,-5.3,-4.8,-8.45,-3.29,-3.78,-7.31,-0.64,-10.16,14.407166487482204,14.41,6.4,31.87,3.08,-3.34,2416.0,2.0,9.0,4.0,-196.0,-231.0,0.4842647530416284,1.94,1.0,2.0,1.0,1.0,2.0,1.0,55.0,35.241698666681515,-55.65217391304348,2234.1408919028027,-79317.5643471701,3705.487743521565,0.0,1,0,0,0
(주)노드메이슨,317860,2022,-12.0,-16.0,-7.0,-11.0,186.0,101.0,121.0,44.0,42.0,17.0,1.0,37.0,45.0,-20.75,-15.13,-19.86,-12.39,-12.56,-20.21,2.29,-22.1,86.55262538571552,0.0,0.0,0.0,0.0,0.0,1294.0,5.0,12.0,8.0,-251.0,-175.0,0.6212415605064333,4.05,3.0,2.0,1.0,1.0,1.0,2.0,11.0,5.0,-11.958762886597938,2483117.6077504414,-17883304.176334105,1888564.5574272587,0.0,1,0,0,0
(주)메디안디노스틱,233250,2022,24.12084933334076,73.0,4.0,4.0,449.0,331.0,19.0,18.0,5.0,53.0,128.0,68.0,84.0,1.6,1.44,1.31,1.44,1.14,1.06,-0.22,-10.3,11.138209065030614,11.14,15.49,2.92,74.19,1.84,6094.0,25.0,90.0,25.0,5.0,13.0,1.0205197705713152,9.05,2.0,4.0,1.0,1.0,3.0,2.0,25.0,7.0,147.70408163265307,2468132.348921214,-19845197.90048512,1906392.598964102,0.0,1,0,0,0
(주)셀젠텍,258250,2022,0.0,0.0,0.0,0.0,143.0,96.0,132.0,91.0,48.0,17.0,2.0,56.0,43.0,9.01,4.2,6.84,2.98,2.96,5.14,6.99,-9.87,12.944608388948732,12.94,31.8,-4.7,7.89,-3.37,9900.0,25.0,68.0,47.0,15.0,70.0,0.5433550464111669,1.82,2.0,1.0,1.0,1.0,1.0,1.0,23.0,8.0,13.22429906542056,1138026.3455000897,-10364632.12112982,903213.4684748652,0.0,1,0,0,0
(주)진코스텍,250030,2022,-7.0,-9.0,-6.0,-11.0,47.63745199997772,35.0,370.3266320007573,222.73435733380848,62.0,-22.6042466667038,15.0,22.0,21.516602666636963,-56.75,-14.04,-26.46,-9.34,-9.35,-18.15,4.35,-52.77,-6.9900318485328015,-6.99,-9.38,-6.27,18.23,-0.74,5322.0,16.0,21.0,30.0,-87.0,-20.0,0.534607173954636,7.12,3.0,1.0,1.0,1.0,1.0,2.0,14.0,5.0,-2.110678531701891,1959216.203640694,-3622608.633217993,654296.5084370206,0.0,1,0,0,0
(주)케이씨산업,112190,2022,-1.0,-1.0,-1.0,-1.0,130.0,96.0,282.0,101.0,57.0,8.0,17.0,35.0,26.0,1.21,0.41,0.52,1.32,1.18,1.85,3.82,-3.3,23.908956978205453,23.91,30.98,20.47,10.88,22.64,18043.0,13.0,29.0,22.0,2.0,36.0,0.5785176917522294,5.31,3.0,1.0,1.0,1.0,1.0,2.0,29.0,8.0,53.16666666666666,607206.3972965031,-6326066.537712218,274919.9544008612,0.0,1,0,0,0
에이치엘비(주),28300,2014,-13.0,-18.0,-7.0,-11.0,154.0,120.0,136.0,97.0,42.0,22.0,46.0,64.0,42.0,-14.61,-8.11,-8.73,1.59,0.8,0.97,4.24,34.58,50.26836500942958,50.27,82.57,14.79,18.23,-0.79,8578.0,16.0,66.0,23.0,-38.0,27.0,0.6854363005993102,5.46,2.0,3.0,1.0,1.0,2.0,1.0,39.0,28.0,-62.096774193548384,9386.417318011736,-54401.117323921215,5810.716845066556,1.0,1,0,0,0
